"Genus"	"Phylum"	"Family"	"Mean_RA"	"Median_RA"	"Sample_Percent"	"OTU_Count"	"Mean_RA_Rank"
"Actinomyces"	"Actinobacteria"	"Actinomycetaceae"	0.00537541286157117	0.00537541286157117	8.33333333333333	1	72
"Aggregatibacter"	"Proteobacteria"	"Pasteurellaceae"	0.0044443654335034	0.0044443654335034	8.33333333333333	1	77
"Candidatus Rhabdochlamydia"	"Chlamydiae"	"Rhabdochlamydiaceae"	0.00440728335054273	0.00440728335054273	8.33333333333333	1	78
"Candidatus Solibacter"	"Acidobacteria"	"Solibacteraceae"	0.0104191086452554	0.0104191086452554	8.33333333333333	1	52
"Candidatus Xiphinematobacter"	"Verrucomicrobia"	"[Chthoniobacteraceae]"	0.00885624234846709	0.00885624234846709	8.33333333333333	1	58
"Collimonas"	"Proteobacteria"	"Oxalobacteraceae"	0.0562565414941232	0.0416764345810216	16.6666666666667	2	32
"Cryocola"	"Actinobacteria"	"Microbacteriaceae"	0.0228830458423685	0.0228830458423685	8.33333333333333	1	46
"Devosia"	"Proteobacteria"	"Hyphomicrobiaceae"	0.0350182639364886	0.010822845480689	50	7	39
"Dyella"	"Proteobacteria"	"Xanthomonadaceae"	0.533400022937394	0.0669427730457659	33.3333333333333	6	8
"Enhydrobacter"	"Proteobacteria"	"Moraxellaceae"	0.00365589022827068	0.00365589022827068	16.6666666666667	2	82
"Enterococcus"	"Firmicutes"	"Enterococcaceae"	0.007023047469115	0.007023047469115	16.6666666666667	2	64
"Exiguobacterium"	"Firmicutes"	"[Exiguobacteraceae]"	0.0077360461068348	0.0077360461068348	8.33333333333333	1	62
"Haemophilus"	"Proteobacteria"	"Pasteurellaceae"	0.00435867539854638	0.00435867539854638	8.33333333333333	1	79
"Herbaspirillum"	"Proteobacteria"	"Oxalobacteraceae"	0.228285623998867	0.114142811999433	8.33333333333333	2	15
"Kaistobacter"	"Proteobacteria"	"Sphingomonadaceae"	0.00544834424818298	0.00544834424818298	8.33333333333333	1	69
"Legionella"	"Proteobacteria"	"Legionellaceae"	0.0045126935623203	0.0045126935623203	8.33333333333333	1	76
"Leptotrichia"	"Fusobacteria"	"Leptotrichiaceae"	0.00197596933985442	0.00197596933985442	16.6666666666667	2	90
"Microbispora"	"Actinobacteria"	"Micrococcaceae"	0.00937719778072986	0.00937719778072986	8.33333333333333	1	56
"Micrococcus"	"Actinobacteria"	"Micrococcaceae"	0.00592469766640834	0.00592469766640834	16.6666666666667	2	68
"Neisseria"	"Proteobacteria"	"Neisseriaceae"	0.0725991746966208	0.0725991746966208	16.6666666666667	1	27
"Nonomuraea"	"Actinobacteria"	"Streptosporangiaceae"	0.00364668802583939	0.00364668802583939	8.33333333333333	1	84
"Pandoraea"	"Proteobacteria"	"Burkholderiaceae"	0.770754564349737	0.391151976485662	16.6666666666667	3	7
"Peptoniphilus"	"Firmicutes"	"[Tissierellaceae]"	0.00138892747020751	0.00138892747020751	8.33333333333333	1	92
"Planctomyces"	"Planctomycetes"	"Planctomycetaceae"	0.00346521908201107	0.00312573259357662	25	2	86
"[Prevotella]"	"Bacteroidetes"	"[Paraprevotellaceae]"	0.00972249229145254	0.00972249229145254	8.33333333333333	1	55
"Rhodococcus"	"Actinobacteria"	"Nocardiaceae"	0.0676904034348045	0.0338452017174022	8.33333333333333	2	29
"Rhodoplanes"	"Proteobacteria"	"Hyphomicrobiaceae"	0.0328110696234233	0.0161588493259676	25	5	42
"Roseomonas"	"Proteobacteria"	"Acetobacteraceae"	0.00544834424818298	0.00544834424818298	8.33333333333333	1	70
"Salinibacterium"	"Actinobacteria"	"Microbacteriaceae"	0.137327646014682	0.0555459329029021	83.3333333333333	5	20
"Shewanella"	"Proteobacteria"	"Shewanellaceae"	0.00377767144332234	0.00377767144332234	8.33333333333333	1	81
"Sphingopyxis"	"Proteobacteria"	"Sphingomonadaceae"	0.00312573259357662	0.00312573259357662	8.33333333333333	1	87
"Thiomonas"	"Proteobacteria"	"Comamonadaceae"	0.0709658963235622	0.0560863342745523	16.6666666666667	3	28
"Turicibacter"	"Firmicutes"	"Turicibacteraceae"	0.00656994905303143	0.00656994905303143	8.33333333333333	1	65
"Variovorax"	"Proteobacteria"	"Comamonadaceae"	0.00885624234846709	0.00885624234846709	8.33333333333333	1	57
